date_id,calendar_date,year,quarter,month,fiscal_period
1,2024-01-01,2024,Q1,January,FY24-Q1
2,2024-01-02,2024,Q1,January,FY24-Q1
3,2024-01-03,2024,Q1,January,FY24-Q1
4,2024-01-04,2024,Q1,January,FY24-Q1
5,2024-01-05,2024,Q1,January,FY24-Q1
6,2024-01-06,2024,Q1,January,FY24-Q1
7,2024-01-07,2024,Q1,January,FY24-Q1
8,2024-01-08,2024,Q1,January,FY24-Q1
9,2024-01-09,2024,Q1,January,FY24-Q1
10,2024-01-10,2024,Q1,January,FY24-Q1
11,2024-01-11,2024,Q1,January,FY24-Q1
12,2024-01-12,2024,Q1,January,FY24-Q1
13,2024-01-13,2024,Q1,January,FY24-Q1
14,2024-01-14,2024,Q1,January,FY24-Q1
15,2024-01-15,2024,Q1,January,FY24-Q1
16,2024-01-16,2024,Q1,January,FY24-Q1
17,2024-01-17,2024,Q1,January,FY24-Q1
18,2024-01-18,2024,Q1,January,FY24-Q1
19,2024-01-19,2024,Q1,January,FY24-Q1
20,2024-01-20,2024,Q1,January,FY24-Q1
21,2024-01-21,2024,Q1,January,FY24-Q1
22,2024-01-22,2024,Q1,January,FY24-Q1
23,2024-01-23,2024,Q1,January,FY24-Q1
24,2024-01-24,2024,Q1,January,FY24-Q1
25,2024-01-25,2024,Q1,January,FY24-Q1
26,2024-01-26,2024,Q1,January,FY24-Q1
27,2024-01-27,2024,Q1,January,FY24-Q1
28,2024-01-28,2024,Q1,January,FY24-Q1
29,2024-01-29,2024,Q1,January,FY24-Q1
30,2024-01-30,2024,Q1,January,FY24-Q1
31,2024-01-31,2024,Q1,January,FY24-Q1
32,2024-02-01,2024,Q1,February,FY24-Q1
33,2024-02-02,2024,Q1,February,FY24-Q1
34,2024-02-03,2024,Q1,February,FY24-Q1
35,2024-02-04,2024,Q1,February,FY24-Q1
36,2024-02-05,2024,Q1,February,FY24-Q1
37,2024-02-06,2024,Q1,February,FY24-Q1
38,2024-02-07,2024,Q1,February,FY24-Q1
39,2024-02-08,2024,Q1,February,FY24-Q1
40,2024-02-09,2024,Q1,February,FY24-Q1
41,2024-02-10,2024,Q1,February,FY24-Q1
42,2024-02-11,2024,Q1,February,FY24-Q1
43,2024-02-12,2024,Q1,February,FY24-Q1
44,2024-02-13,2024,Q1,February,FY24-Q1
45,2024-02-14,2024,Q1,February,FY24-Q1
46,2024-02-15,2024,Q1,February,FY24-Q1
47,2024-02-16,2024,Q1,February,FY24-Q1
48,2024-02-17,2024,Q1,February,FY24-Q1
49,2024-02-18,2024,Q1,February,FY24-Q1
50,2024-02-19,2024,Q1,February,FY24-Q1
51,2024-02-20,2024,Q1,February,FY24-Q1
52,2024-02-21,2024,Q1,February,FY24-Q1
53,2024-02-22,2024,Q1,February,FY24-Q1
54,2024-02-23,2024,Q1,February,FY24-Q1
55,2024-02-24,2024,Q1,February,FY24-Q1
56,2024-02-25,2024,Q1,February,FY24-Q1
57,2024-02-26,2024,Q1,February,FY24-Q1
58,2024-02-27,2024,Q1,February,FY24-Q1
59,2024-02-28,2024,Q1,February,FY24-Q1
60,2024-02-29,2024,Q1,February,FY24-Q1
61,2024-03-01,2024,Q1,March,FY24-Q1
62,2024-03-02,2024,Q1,March,FY24-Q1
63,2024-03-03,2024,Q1,March,FY24-Q1
64,2024-03-04,2024,Q1,March,FY24-Q1
65,2024-03-05,2024,Q1,March,FY24-Q1
66,2024-03-06,2024,Q1,March,FY24-Q1
67,2024-03-07,2024,Q1,March,FY24-Q1
68,2024-03-08,2024,Q1,March,FY24-Q1
69,2024-03-09,2024,Q1,March,FY24-Q1
70,2024-03-10,2024,Q1,March,FY24-Q1
71,2024-03-11,2024,Q1,March,FY24-Q1
72,2024-03-12,2024,Q1,March,FY24-Q1
73,2024-03-13,2024,Q1,March,FY24-Q1
74,2024-03-14,2024,Q1,March,FY24-Q1
75,2024-03-15,2024,Q1,March,FY24-Q1
76,2024-03-16,2024,Q1,March,FY24-Q1
77,2024-03-17,2024,Q1,March,FY24-Q1
78,2024-03-18,2024,Q1,March,FY24-Q1
79,2024-03-19,2024,Q1,March,FY24-Q1
80,2024-03-20,2024,Q1,March,FY24-Q1
81,2024-03-21,2024,Q1,March,FY24-Q1
82,2024-03-22,2024,Q1,March,FY24-Q1
83,2024-03-23,2024,Q1,March,FY24-Q1
84,2024-03-24,2024,Q1,March,FY24-Q1
85,2024-03-25,2024,Q1,March,FY24-Q1
86,2024-03-26,2024,Q1,March,FY24-Q1
87,2024-03-27,2024,Q1,March,FY24-Q1
88,2024-03-28,2024,Q1,March,FY24-Q1
89,2024-03-29,2024,Q1,March,FY24-Q1
90,2024-03-30,2024,Q1,March,FY24-Q1
91,2024-03-31,2024,Q1,March,FY24-Q1
92,2024-04-01,2024,Q2,April,FY24-Q2
93,2024-04-02,2024,Q2,April,FY24-Q2
94,2024-04-03,2024,Q2,April,FY24-Q2
95,2024-04-04,2024,Q2,April,FY24-Q2
96,2024-04-05,2024,Q2,April,FY24-Q2
97,2024-04-06,2024,Q2,April,FY24-Q2
98,2024-04-07,2024,Q2,April,FY24-Q2
99,2024-04-08,2024,Q2,April,FY24-Q2
100,2024-04-09,2024,Q2,April,FY24-Q2
101,2024-04-10,2024,Q2,April,FY24-Q2
102,2024-04-11,2024,Q2,April,FY24-Q2
103,2024-04-12,2024,Q2,April,FY24-Q2
104,2024-04-13,2024,Q2,April,FY24-Q2
105,2024-04-14,2024,Q2,April,FY24-Q2
106,2024-04-15,2024,Q2,April,FY24-Q2
107,2024-04-16,2024,Q2,April,FY24-Q2
108,2024-04-17,2024,Q2,April,FY24-Q2
109,2024-04-18,2024,Q2,April,FY24-Q2
110,2024-04-19,2024,Q2,April,FY24-Q2
111,2024-04-20,2024,Q2,April,FY24-Q2
112,2024-04-21,2024,Q2,April,FY24-Q2
113,2024-04-22,2024,Q2,April,FY24-Q2
114,2024-04-23,2024,Q2,April,FY24-Q2
115,2024-04-24,2024,Q2,April,FY24-Q2
116,2024-04-25,2024,Q2,April,FY24-Q2
117,2024-04-26,2024,Q2,April,FY24-Q2
118,2024-04-27,2024,Q2,April,FY24-Q2
119,2024-04-28,2024,Q2,April,FY24-Q2
120,2024-04-29,2024,Q2,April,FY24-Q2
121,2024-04-30,2024,Q2,April,FY24-Q2
122,2024-05-01,2024,Q2,May,FY24-Q2
123,2024-05-02,2024,Q2,May,FY24-Q2
124,2024-05-03,2024,Q2,May,FY24-Q2
125,2024-05-04,2024,Q2,May,FY24-Q2
126,2024-05-05,2024,Q2,May,FY24-Q2
127,2024-05-06,2024,Q2,May,FY24-Q2
128,2024-05-07,2024,Q2,May,FY24-Q2
129,2024-05-08,2024,Q2,May,FY24-Q2
130,2024-05-09,2024,Q2,May,FY24-Q2
131,2024-05-10,2024,Q2,May,FY24-Q2
132,2024-05-11,2024,Q2,May,FY24-Q2
133,2024-05-12,2024,Q2,May,FY24-Q2
134,2024-05-13,2024,Q2,May,FY24-Q2
135,2024-05-14,2024,Q2,May,FY24-Q2
136,2024-05-15,2024,Q2,May,FY24-Q2
137,2024-05-16,2024,Q2,May,FY24-Q2
138,2024-05-17,2024,Q2,May,FY24-Q2
139,2024-05-18,2024,Q2,May,FY24-Q2
140,2024-05-19,2024,Q2,May,FY24-Q2
141,2024-05-20,2024,Q2,May,FY24-Q2
142,2024-05-21,2024,Q2,May,FY24-Q2
143,2024-05-22,2024,Q2,May,FY24-Q2
144,2024-05-23,2024,Q2,May,FY24-Q2
145,2024-05-24,2024,Q2,May,FY24-Q2
146,2024-05-25,2024,Q2,May,FY24-Q2
147,2024-05-26,2024,Q2,May,FY24-Q2
148,2024-05-27,2024,Q2,May,FY24-Q2
149,2024-05-28,2024,Q2,May,FY24-Q2
150,2024-05-29,2024,Q2,May,FY24-Q2
151,2024-05-30,2024,Q2,May,FY24-Q2
152,2024-05-31,2024,Q2,May,FY24-Q2
153,2024-06-01,2024,Q2,June,FY24-Q2
154,2024-06-02,2024,Q2,June,FY24-Q2
155,2024-06-03,2024,Q2,June,FY24-Q2
156,2024-06-04,2024,Q2,June,FY24-Q2
157,2024-06-05,2024,Q2,June,FY24-Q2
158,2024-06-06,2024,Q2,June,FY24-Q2
159,2024-06-07,2024,Q2,June,FY24-Q2
160,2024-06-08,2024,Q2,June,FY24-Q2
161,2024-06-09,2024,Q2,June,FY24-Q2
162,2024-06-10,2024,Q2,June,FY24-Q2
163,2024-06-11,2024,Q2,June,FY24-Q2
164,2024-06-12,2024,Q2,June,FY24-Q2
165,2024-06-13,2024,Q2,June,FY24-Q2
166,2024-06-14,2024,Q2,June,FY24-Q2
167,2024-06-15,2024,Q2,June,FY24-Q2
168,2024-06-16,2024,Q2,June,FY24-Q2
169,2024-06-17,2024,Q2,June,FY24-Q2
170,2024-06-18,2024,Q2,June,FY24-Q2
171,2024-06-19,2024,Q2,June,FY24-Q2
172,2024-06-20,2024,Q2,June,FY24-Q2
173,2024-06-21,2024,Q2,June,FY24-Q2
174,2024-06-22,2024,Q2,June,FY24-Q2
175,2024-06-23,2024,Q2,June,FY24-Q2
176,2024-06-24,2024,Q2,June,FY24-Q2
177,2024-06-25,2024,Q2,June,FY24-Q2
178,2024-06-26,2024,Q2,June,FY24-Q2
179,2024-06-27,2024,Q2,June,FY24-Q2
180,2024-06-28,2024,Q2,June,FY24-Q2
181,2024-06-29,2024,Q2,June,FY24-Q2
182,2024-06-30,2024,Q2,June,FY24-Q2
183,2024-07-01,2024,Q3,July,FY24-Q3
184,2024-07-02,2024,Q3,July,FY24-Q3
185,2024-07-03,2024,Q3,July,FY24-Q3
186,2024-07-04,2024,Q3,July,FY24-Q3
187,2024-07-05,2024,Q3,July,FY24-Q3
188,2024-07-06,2024,Q3,July,FY24-Q3
189,2024-07-07,2024,Q3,July,FY24-Q3
190,2024-07-08,2024,Q3,July,FY24-Q3
191,2024-07-09,2024,Q3,July,FY24-Q3
192,2024-07-10,2024,Q3,July,FY24-Q3
193,2024-07-11,2024,Q3,July,FY24-Q3
194,2024-07-12,2024,Q3,July,FY24-Q3
195,2024-07-13,2024,Q3,July,FY24-Q3
196,2024-07-14,2024,Q3,July,FY24-Q3
197,2024-07-15,2024,Q3,July,FY24-Q3
198,2024-07-16,2024,Q3,July,FY24-Q3
199,2024-07-17,2024,Q3,July,FY24-Q3
200,2024-07-18,2024,Q3,July,FY24-Q3
201,2024-07-19,2024,Q3,July,FY24-Q3
202,2024-07-20,2024,Q3,July,FY24-Q3
203,2024-07-21,2024,Q3,July,FY24-Q3
204,2024-07-22,2024,Q3,July,FY24-Q3
205,2024-07-23,2024,Q3,July,FY24-Q3
206,2024-07-24,2024,Q3,July,FY24-Q3
207,2024-07-25,2024,Q3,July,FY24-Q3
208,2024-07-26,2024,Q3,July,FY24-Q3
209,2024-07-27,2024,Q3,July,FY24-Q3
210,2024-07-28,2024,Q3,July,FY24-Q3
211,2024-07-29,2024,Q3,July,FY24-Q3
212,2024-07-30,2024,Q3,July,FY24-Q3
213,2024-07-31,2024,Q3,July,FY24-Q3
214,2024-08-01,2024,Q3,August,FY24-Q3
215,2024-08-02,2024,Q3,August,FY24-Q3
216,2024-08-03,2024,Q3,August,FY24-Q3
217,2024-08-04,2024,Q3,August,FY24-Q3
218,2024-08-05,2024,Q3,August,FY24-Q3
219,2024-08-06,2024,Q3,August,FY24-Q3
220,2024-08-07,2024,Q3,August,FY24-Q3
221,2024-08-08,2024,Q3,August,FY24-Q3
222,2024-08-09,2024,Q3,August,FY24-Q3
223,2024-08-10,2024,Q3,August,FY24-Q3
224,2024-08-11,2024,Q3,August,FY24-Q3
225,2024-08-12,2024,Q3,August,FY24-Q3
226,2024-08-13,2024,Q3,August,FY24-Q3
227,2024-08-14,2024,Q3,August,FY24-Q3
228,2024-08-15,2024,Q3,August,FY24-Q3
229,2024-08-16,2024,Q3,August,FY24-Q3
230,2024-08-17,2024,Q3,August,FY24-Q3
231,2024-08-18,2024,Q3,August,FY24-Q3
232,2024-08-19,2024,Q3,August,FY24-Q3
233,2024-08-20,2024,Q3,August,FY24-Q3
234,2024-08-21,2024,Q3,August,FY24-Q3
235,2024-08-22,2024,Q3,August,FY24-Q3
236,2024-08-23,2024,Q3,August,FY24-Q3
237,2024-08-24,2024,Q3,August,FY24-Q3
238,2024-08-25,2024,Q3,August,FY24-Q3
239,2024-08-26,2024,Q3,August,FY24-Q3
240,2024-08-27,2024,Q3,August,FY24-Q3
241,2024-08-28,2024,Q3,August,FY24-Q3
242,2024-08-29,2024,Q3,August,FY24-Q3
243,2024-08-30,2024,Q3,August,FY24-Q3
244,2024-08-31,2024,Q3,August,FY24-Q3
245,2024-09-01,2024,Q3,September,FY24-Q3
246,2024-09-02,2024,Q3,September,FY24-Q3
247,2024-09-03,2024,Q3,September,FY24-Q3
248,2024-09-04,2024,Q3,September,FY24-Q3
249,2024-09-05,2024,Q3,September,FY24-Q3
250,2024-09-06,2024,Q3,September,FY24-Q3
251,2024-09-07,2024,Q3,September,FY24-Q3
252,2024-09-08,2024,Q3,September,FY24-Q3
253,2024-09-09,2024,Q3,September,FY24-Q3
254,2024-09-10,2024,Q3,September,FY24-Q3
255,2024-09-11,2024,Q3,September,FY24-Q3
256,2024-09-12,2024,Q3,September,FY24-Q3
257,2024-09-13,2024,Q3,September,FY24-Q3
258,2024-09-14,2024,Q3,September,FY24-Q3
259,2024-09-15,2024,Q3,September,FY24-Q3
260,2024-09-16,2024,Q3,September,FY24-Q3
261,2024-09-17,2024,Q3,September,FY24-Q3
262,2024-09-18,2024,Q3,September,FY24-Q3
263,2024-09-19,2024,Q3,September,FY24-Q3
264,2024-09-20,2024,Q3,September,FY24-Q3
265,2024-09-21,2024,Q3,September,FY24-Q3
266,2024-09-22,2024,Q3,September,FY24-Q3
267,2024-09-23,2024,Q3,September,FY24-Q3
268,2024-09-24,2024,Q3,September,FY24-Q3
269,2024-09-25,2024,Q3,September,FY24-Q3
270,2024-09-26,2024,Q3,September,FY24-Q3
271,2024-09-27,2024,Q3,September,FY24-Q3
272,2024-09-28,2024,Q3,September,FY24-Q3
273,2024-09-29,2024,Q3,September,FY24-Q3
274,2024-09-30,2024,Q3,September,FY24-Q3
275,2024-10-01,2024,Q4,October,FY24-Q4
276,2024-10-02,2024,Q4,October,FY24-Q4
277,2024-10-03,2024,Q4,October,FY24-Q4
278,2024-10-04,2024,Q4,October,FY24-Q4
279,2024-10-05,2024,Q4,October,FY24-Q4
280,2024-10-06,2024,Q4,October,FY24-Q4
281,2024-10-07,2024,Q4,October,FY24-Q4
282,2024-10-08,2024,Q4,October,FY24-Q4
283,2024-10-09,2024,Q4,October,FY24-Q4
284,2024-10-10,2024,Q4,October,FY24-Q4
285,2024-10-11,2024,Q4,October,FY24-Q4
286,2024-10-12,2024,Q4,October,FY24-Q4
287,2024-10-13,2024,Q4,October,FY24-Q4
288,2024-10-14,2024,Q4,October,FY24-Q4
289,2024-10-15,2024,Q4,October,FY24-Q4
290,2024-10-16,2024,Q4,October,FY24-Q4
291,2024-10-17,2024,Q4,October,FY24-Q4
292,2024-10-18,2024,Q4,October,FY24-Q4
293,2024-10-19,2024,Q4,October,FY24-Q4
294,2024-10-20,2024,Q4,October,FY24-Q4
295,2024-10-21,2024,Q4,October,FY24-Q4
296,2024-10-22,2024,Q4,October,FY24-Q4
297,2024-10-23,2024,Q4,October,FY24-Q4
298,2024-10-24,2024,Q4,October,FY24-Q4
299,2024-10-25,2024,Q4,October,FY24-Q4
300,2024-10-26,2024,Q4,October,FY24-Q4
301,2024-10-27,2024,Q4,October,FY24-Q4
302,2024-10-28,2024,Q4,October,FY24-Q4
303,2024-10-29,2024,Q4,October,FY24-Q4
304,2024-10-30,2024,Q4,October,FY24-Q4
305,2024-10-31,2024,Q4,October,FY24-Q4
306,2024-11-01,2024,Q4,November,FY24-Q4
307,2024-11-02,2024,Q4,November,FY24-Q4
308,2024-11-03,2024,Q4,November,FY24-Q4
309,2024-11-04,2024,Q4,November,FY24-Q4
310,2024-11-05,2024,Q4,November,FY24-Q4
311,2024-11-06,2024,Q4,November,FY24-Q4
312,2024-11-07,2024,Q4,November,FY24-Q4
313,2024-11-08,2024,Q4,November,FY24-Q4
314,2024-11-09,2024,Q4,November,FY24-Q4
315,2024-11-10,2024,Q4,November,FY24-Q4
316,2024-11-11,2024,Q4,November,FY24-Q4
317,2024-11-12,2024,Q4,November,FY24-Q4
318,2024-11-13,2024,Q4,November,FY24-Q4
319,2024-11-14,2024,Q4,November,FY24-Q4
320,2024-11-15,2024,Q4,November,FY24-Q4
321,2024-11-16,2024,Q4,November,FY24-Q4
322,2024-11-17,2024,Q4,November,FY24-Q4
323,2024-11-18,2024,Q4,November,FY24-Q4
324,2024-11-19,2024,Q4,November,FY24-Q4
325,2024-11-20,2024,Q4,November,FY24-Q4
326,2024-11-21,2024,Q4,November,FY24-Q4
327,2024-11-22,2024,Q4,November,FY24-Q4
328,2024-11-23,2024,Q4,November,FY24-Q4
329,2024-11-24,2024,Q4,November,FY24-Q4
330,2024-11-25,2024,Q4,November,FY24-Q4
331,2024-11-26,2024,Q4,November,FY24-Q4
332,2024-11-27,2024,Q4,November,FY24-Q4
333,2024-11-28,2024,Q4,November,FY24-Q4
334,2024-11-29,2024,Q4,November,FY24-Q4
335,2024-11-30,2024,Q4,November,FY24-Q4
336,2024-12-01,2024,Q4,December,FY24-Q4
337,2024-12-02,2024,Q4,December,FY24-Q4
338,2024-12-03,2024,Q4,December,FY24-Q4
339,2024-12-04,2024,Q4,December,FY24-Q4
340,2024-12-05,2024,Q4,December,FY24-Q4
341,2024-12-06,2024,Q4,December,FY24-Q4
342,2024-12-07,2024,Q4,December,FY24-Q4
343,2024-12-08,2024,Q4,December,FY24-Q4
344,2024-12-09,2024,Q4,December,FY24-Q4
345,2024-12-10,2024,Q4,December,FY24-Q4
346,2024-12-11,2024,Q4,December,FY24-Q4
347,2024-12-12,2024,Q4,December,FY24-Q4
348,2024-12-13,2024,Q4,December,FY24-Q4
349,2024-12-14,2024,Q4,December,FY24-Q4
350,2024-12-15,2024,Q4,December,FY24-Q4
351,2024-12-16,2024,Q4,December,FY24-Q4
352,2024-12-17,2024,Q4,December,FY24-Q4
353,2024-12-18,2024,Q4,December,FY24-Q4
354,2024-12-19,2024,Q4,December,FY24-Q4
355,2024-12-20,2024,Q4,December,FY24-Q4
356,2024-12-21,2024,Q4,December,FY24-Q4
357,2024-12-22,2024,Q4,December,FY24-Q4
358,2024-12-23,2024,Q4,December,FY24-Q4
359,2024-12-24,2024,Q4,December,FY24-Q4
360,2024-12-25,2024,Q4,December,FY24-Q4
361,2024-12-26,2024,Q4,December,FY24-Q4
362,2024-12-27,2024,Q4,December,FY24-Q4
363,2024-12-28,2024,Q4,December,FY24-Q4
364,2024-12-29,2024,Q4,December,FY24-Q4
365,2024-12-30,2024,Q4,December,FY24-Q4
366,2024-12-31,2024,Q4,December,FY24-Q4
